verb,cluster,x,y,z,cluster_center_x,cluster_center_y,cluster_center_z,distance_from_center
attest,6,10.15233966,39.23644964,19.20087922,21.72290541,47.54718662,26.11344458,15.83445296
confer,6,8.735246653,40.04589467,20.57326016,21.72290541,47.54718662,26.11344458,15.9888181
demonstrate,6,22.08609694,37.12804399,13.95890583,21.72290541,47.54718662,26.11344458,16.01322121
manifest,6,23.36663562,62.61066249,31.37520817,21.72290541,47.54718662,26.11344458,16.04045854
govern,6,7.946012725,40.44600417,19.90849955,21.72290541,47.54718662,26.11344458,16.69523606
bestow,6,9.36119687,36.55292277,21.12739143,21.72290541,47.54718662,26.11344458,17.27849535
deem,6,24.65751102,63.12853308,34.12129447,21.72290541,47.54718662,26.11344458,17.76276801
recognize,6,20.49074229,36.74951499,11.86686497,21.72290541,47.54718662,26.11344458,17.91850912
subscribe,6,5.543558501,55.01489772,30.08837312,21.72290541,47.54718662,26.11344458,18.25754727
vie,6,5.373217511,40.60083443,21.88624436,21.72290541,47.54718662,26.11344458,18.26015676
understand,6,19.87796893,36.8745537,11.20613657,21.72290541,47.54718662,26.11344458,18.42652208
appreciate,6,18.60841168,37.07673191,11.15046484,21.72290541,47.54718662,26.11344458,18.52623156
admire,6,17.77662024,37.00495295,11.35828752,21.72290541,47.54718662,26.11344458,18.55873156
learn,6,19.68103341,27.16137012,16.36224899,21.72290541,47.54718662,26.11344458,22.69001038
teach,6,19.68434986,27.14374451,16.36561837,21.72290541,47.54718662,26.11344458,22.70410259
outweigh,6,16.87576497,67.81837463,13.04489742,21.72290541,47.54718662,26.11344458,24.60086906
attribute,6,16.1088507,69.41880061,15.24419341,21.72290541,47.54718662,26.11344458,25.06044153
ascribe,6,16.0395883,69.52571165,15.32003742,21.72290541,47.54718662,26.11344458,25.13669219
scrutinize,7,35.84679746,25.37260083,-12.15143818,42.00576577,20.50668494,-9.608517904,8.250846725
examine,7,36.06155247,26.03384135,-11.79288952,42.00576577,20.50668494,-9.608517904,8.405629608
declassify,7,40.16664354,25.28032693,-16.53366897,42.00576577,20.50668494,-9.608517904,8.609747134
evaluate,7,36.1646971,27.09937007,-10.43553858,42.00576577,20.50668494,-9.608517904,8.846781543
compile,7,38.92971122,26.35833365,-15.62477214,42.00576577,20.50668494,-9.608517904,8.938636314
assess,7,36.07363282,27.26809237,-9.514156553,42.00576577,20.50668494,-9.608517904,8.995317444
analyze,7,37.67430879,27.73758687,-14.54431292,42.00576577,20.50668494,-9.608517904,9.76778044
determine,7,34.75190117,25.52660939,-5.404061451,42.00576577,20.50668494,-9.608517904,9.772187434
tabulate,7,41.45881384,24.52048953,-18.75607967,42.00576577,20.50668494,-9.608517904,10.00438254
ascertain,7,34.7758841,25.91554157,-4.744762074,42.00576577,20.50668494,-9.608517904,10.25587831
scan,7,38.97799265,18.10786572,-19.11894932,42.00576577,20.50668494,-9.608517904,10.26499145
gauge,7,36.07241292,28.43751557,-6.815905584,42.00576577,20.50668494,-9.608517904,10.29084225
appraise,7,36.40988065,27.97348976,-14.49499835,42.00576577,20.50668494,-9.608517904,10.53303355
digest,7,38.13256992,29.03294992,-14.46049424,42.00576577,20.50668494,-9.608517904,10.54706192
quantify,7,35.67267641,28.40479581,-4.398740634,42.00576577,20.50668494,-9.608517904,11.38551515
decode,7,42.60706668,22.64005612,-20.90639024,42.00576577,20.50668494,-9.608517904,11.51324258
calculate,7,36.05961494,29.15003209,-4.674678122,42.00576577,20.50668494,-9.608517904,11.59340048
compute,7,36.25298366,29.82431303,-4.417422727,42.00576577,20.50668494,-9.608517904,12.11858756
encode,7,42.87770222,23.22306085,-21.39142486,42.00576577,20.50668494,-9.608517904,12.12336041
confirm,7,37.91189464,15.28305499,1.066816679,42.00576577,20.50668494,-9.608517904,12.57015748
discuss,7,40.12204127,20.49051276,2.996351304,42.00576577,20.50668494,-9.608517904,12.74485807
verify,7,37.12101541,15.16008708,1.230268854,42.00576577,20.50668494,-9.608517904,13.03557414
specify,7,40.39221155,26.80383685,2.200822148,42.00576577,20.50668494,-9.608517904,13.48028901
download,7,47.5183592,18.19468157,-21.71635547,42.00576577,20.50668494,-9.608517904,13.50310247
digitize,7,42.69147485,24.50817281,-22.56833953,42.00576577,20.50668494,-9.608517904,13.58083498
browse,7,47.69431453,18.04285888,-21.71613754,42.00576577,20.50668494,-9.608517904,13.60237035
certify,7,36.38200046,14.9714545,1.517476304,42.00576577,20.50668494,-9.608517904,13.64013414
comment,7,39.95844462,18.98104934,3.842187015,42.00576577,20.50668494,-9.608517904,13.69089298
configure,7,42.85758754,24.65355582,-23.15665797,42.00576577,20.50668494,-9.608517904,14.1941621
disclose,7,41.28755939,26.41409119,3.445100823,42.00576577,20.50668494,-9.608517904,14.34608765
divulge,7,41.48274108,26.42285883,3.70053421,42.00576577,20.50668494,-9.608517904,14.57413931
dissect,7,37.87223062,30.86453136,-19.8968062,42.00576577,20.50668494,-9.608517904,15.1730014
edit,7,39.12538883,30.04827108,-21.18576725,42.00576577,20.50668494,-9.608517904,15.27648978
synchronize,7,44.00890713,23.58790397,-24.57164537,42.00576577,20.50668494,-9.608517904,15.40784442
reveal,7,42.22780649,26.64629003,4.660814078,42.00576577,20.50668494,-9.608517904,15.53569722
inquire,7,39.86821033,19.14445594,5.735712177,42.00576577,20.50668494,-9.608517904,15.55217695
deconstruct,7,37.88430877,31.43169588,-20.55676665,42.00576577,20.50668494,-9.608517904,16.0064494
exclude,7,39.17170853,6.18374,-2.030569228,42.00576577,20.50668494,-9.608517904,16.45004372
pinpoint,7,25.9621077,16.58800351,-11.21897524,42.00576577,20.50668494,-9.608517904,16.59363135
deny,7,39.15559473,5.934907401,-2.064239748,42.00576577,20.50668494,-9.608517904,16.65461824
detect,7,25.57775119,16.16507195,-11.62815668,42.00576577,20.50668494,-9.608517904,17.11163952
memorize,7,59.13927786,23.91574032,-9.231593998,42.00576577,20.50668494,-9.608517904,17.47343603
juggle,7,59.2476557,24.32164476,-9.372766305,42.00576577,20.50668494,-9.608517904,17.66047184
claim,7,39.07190078,4.322263432,-2.321875852,42.00576577,20.50668494,-9.608517904,17.98994763
diagnose,7,24.76194527,15.20941416,-12.23056214,42.00576577,20.50668494,-9.608517904,18.22870098
intercept,7,25.55325587,17.0388312,-16.85413633,42.00576577,20.50668494,-9.608517904,18.30874322
encompass,7,58.19418342,28.9983944,-11.74769846,42.00576577,20.50668494,-9.608517904,18.40516473
populate,7,58.11641435,29.33065577,-11.91360181,42.00576577,20.50668494,-9.608517904,18.51293792
trust,7,38.88096042,2.899786604,-2.616355523,42.00576577,20.50668494,-9.608517904,19.20045865
retrieve,7,24.22065495,15.20812303,-17.30864214,42.00576577,20.50668494,-9.608517904,20.09171069
locate,7,23.90503081,14.97015787,-16.81334416,42.00576577,20.50668494,-9.608517904,20.25337651
improvise,7,62.48183687,21.10588939,-7.159535998,42.00576577,20.50668494,-9.608517904,20.63070639
identify,7,23.16785219,14.35578242,-15.4694336,42.00576577,20.50668494,-9.608517904,20.66521044
notify,7,35.99812197,15.72642104,9.903486242,42.00576577,20.50668494,-9.608517904,20.96809512
inspect,7,25.49409176,15.35299714,-21.77914865,42.00576577,20.50668494,-9.608517904,21.14994396
treat,7,22.63763892,12.94200362,-14.31305996,42.00576577,20.50668494,-9.608517904,21.31857071
repair,7,25.60201709,15.2990856,-22.47663242,42.00576577,20.50668494,-9.608517904,21.48930974
rehearse,7,63.58527436,20.44029113,-6.229013629,42.00576577,20.50668494,-9.608517904,21.84263372
remedy,7,22.06652251,11.48364672,-12.07691066,42.00576577,20.50668494,-9.608517904,22.02456818
consult,7,37.48165072,18.25849181,11.98567908,42.00576577,20.50668494,-9.608517904,22.17727064
choreograph,7,64.05607341,20.25587342,-5.834925053,42.00576577,20.50668494,-9.608517904,22.37228142
inform,7,35.77475367,16.35199369,11.53479998,42.00576577,20.50668494,-9.608517904,22.43048957
advise,7,36.83871383,17.6733915,12.08560243,42.00576577,20.50668494,-9.608517904,22.48023208
instruct,7,36.23434989,16.94569574,11.83641522,42.00576577,20.50668494,-9.608517904,22.49166606
compose,7,64.7885788,20.18275711,-5.297782139,42.00576577,20.50668494,-9.608517904,23.18930662
educate,7,34.54169834,15.69497489,12.40767867,42.00576577,20.50668494,-9.608517904,23.73979292
cram,7,62.71033189,20.90227199,2.110447724,42.00576577,20.50668494,-9.608517904,23.7943208
retell,7,66.08744958,20.0127692,-4.794573519,42.00576577,20.50668494,-9.608517904,24.5630924
prescribe,7,20.76810095,9.671259058,-16.01930321,42.00576577,20.50668494,-9.608517904,24.68892524
dispense,7,20.68316095,9.56334656,-16.10145118,42.00576577,20.50668494,-9.608517904,24.83079367
write,7,65.69297061,20.96188897,1.454835181,42.00576577,20.50668494,-9.608517904,26.14744089
read,7,65.74330107,21.1287555,1.640672852,42.00576577,20.50668494,-9.608517904,26.27549897
misspell,7,66.1997096,22.75431199,1.491562115,42.00576577,20.50668494,-9.608517904,26.71348951
rearrange,7,48.04903804,26.32454808,-36.33934684,42.00576577,20.50668494,-9.608517904,28.01617188
customize,7,48.39035052,26.16729636,-36.43965468,42.00576577,20.50668494,-9.608517904,28.15520103
tailor,7,49.10387634,25.85018905,-36.67093731,42.00576577,20.50668494,-9.608517904,28.48351723
quote,7,67.37411064,19.66386997,3.76148641,42.00576577,20.50668494,-9.608517904,28.68832992
paraphrase,7,67.64723766,19.44583839,4.080243112,42.00576577,20.50668494,-9.608517904,29.08595287
ingest,7,65.09938083,7.851339091,-33.70388212,42.00576577,20.50668494,-9.608517904,35.69396885
inhale,7,65.10018411,7.850304873,-33.70329038,42.00576577,20.50668494,-9.608517904,35.69445581
curry,8,-69.84462348,-58.10208898,8.529705227,-69.98141091,-58.78073189,10.67505054,2.25427893
salt,8,-68.03053728,-59.64960997,8.534977739,-69.98141091,-58.78073189,10.67505054,3.023370403
pepper,8,-68.26942844,-59.86038534,8.357092786,-69.98141091,-58.78073189,10.67505054,3.077249372
mint,8,-70.92173744,-61.35891248,8.552382898,-69.98141091,-58.78073189,10.67505054,3.469430363
tender,8,-71.07778469,-62.73504774,8.352345261,-69.98141091,-58.78073189,10.67505054,4.715252816
duck,8,-67.86854386,-64.02075942,8.603862681,-69.98141091,-58.78073189,10.67505054,6.017633658
toast,8,-69.78197391,-65.05734021,9.927025487,-69.98141091,-58.78073189,10.67505054,6.324170193
whisk,8,-71.05254126,-52.51914193,10.40884067,-69.98141091,-58.78073189,10.67505054,6.358120531
rack,8,-68.62097444,-64.26232174,14.78922875,-69.98141091,-58.78073189,10.67505054,6.987494335
flounder,8,-73.62775544,-54.91863608,16.8140057,-69.98141091,-58.78073189,10.67505054,8.117781899
grate,8,-66.90149006,-64.20353546,16.36763074,-69.98141091,-58.78073189,10.67505054,8.443824988
sandwich,8,-66.95090948,-66.57990489,9.285955438,-69.98141091,-58.78073189,10.67505054,8.481781862
stir,8,-71.59061762,-49.88391389,11.35467092,-69.98141091,-58.78073189,10.67505054,9.066686305
refrigerate,8,-75.09046216,-52.47432287,15.38004778,-69.98141091,-58.78073189,10.67505054,9.38137508
pan,8,-73.96733872,-52.47964932,16.47530719,-69.98141091,-58.78073189,10.67505054,9.446387629
glaze,8,-73.41468728,-52.536565,17.2937712,-69.98141091,-58.78073189,10.67505054,9.725454747
milk,8,-65.23642472,-64.41906981,3.759199515,-69.98141091,-58.78073189,10.67505054,10.10617355
paste,8,-73.09510889,-52.14784426,17.79076609,-69.98141091,-58.78073189,10.67505054,10.21389844
simmer,8,-74.01499801,-49.52752419,12.36514606,-69.98141091,-58.78073189,10.67505054,10.23465194
fish,8,-64.27502589,-65.46505484,3.320732065,-69.98141091,-58.78073189,10.67505054,11.45988672
whale,8,-63.62295301,-66.09380031,2.737160455,-69.98141091,-58.78073189,10.67505054,12.52681347
feast,8,-61.26117006,-74.10358414,2.736557321,-69.98141091,-58.78073189,10.67505054,19.33525475
brood,8,-61.22423727,-74.1095645,2.690247215,-69.98141091,-58.78073189,10.67505054,19.37571376
cough,9,-42.58872875,-69.91886445,-12.8078388,-41.28282836,-71.84374087,-10.16381528,3.521560083
smell,9,-41.13736781,-68.16697993,-13.00557379,-41.28282836,-71.84374087,-10.16381528,4.649228025
smoke,9,-41.30619792,-68.05763857,-12.9089948,-41.28282836,-71.84374087,-10.16381528,4.676657713
incense,9,-41.93713859,-66.87929803,-12.46571991,-41.28282836,-71.84374087,-10.16381528,5.511132323
vomit,9,-46.57727242,-72.48968119,-13.58538513,-41.28282836,-71.84374087,-10.16381528,6.336838096
dope,9,-46.85690533,-72.70215389,-13.08915715,-41.28282836,-71.84374087,-10.16381528,6.35333236
spray,9,-40.0193241,-65.44436031,-7.984768446,-41.28282836,-71.84374087,-10.16381528,6.87726397
urinate,9,-46.35912918,-72.35684846,-14.97815458,-41.28282836,-71.84374087,-10.16381528,7.014981988
sweat,9,-36.30928449,-66.64447604,-13.81082568,-41.28282836,-71.84374087,-10.16381528,8.066546867
dust,9,-35.84059439,-66.15418224,-13.90916664,-41.28282836,-71.84374087,-10.16381528,8.718752483
shear,9,-31.88740088,-70.27402246,-7.727821574,-41.28282836,-71.84374087,-10.16381528,9.832199077
wind,9,-31.17489817,-70.29322777,-9.067049203,-41.28282836,-71.84374087,-10.16381528,10.28480624
weather,9,-30.55107974,-71.89666413,-10.9701005,-41.28282836,-71.84374087,-10.16381528,10.76212457
rain,9,-30.38116647,-70.60460633,-10.5772548,-41.28282836,-71.84374087,-10.16381528,10.97964565
snow,9,-29.88280213,-69.93205974,-11.02906653,-41.28282836,-71.84374087,-10.16381528,11.59153926
bug,9,-51.78703246,-76.77105494,-9.999548251,-41.28282836,-71.84374087,-10.16381528,11.60360769
rat,9,-51.77815301,-76.98970837,-10.21566819,-41.28282836,-71.84374087,-10.16381528,11.68911929
ice,9,-29.40388201,-69.41450101,-11.48170123,-41.28282836,-71.84374087,-10.16381528,12.19620416
dog,9,-51.84538304,-78.15324119,-11.17581213,-41.28282836,-71.84374087,-10.16381528,12.34509997
trap,9,-53.19628867,-75.46596112,-6.544336,-41.28282836,-71.84374087,-10.16381528,12.96732996
litter,9,-35.19321872,-62.80626003,-17.32201455,-41.28282836,-71.84374087,-10.16381528,13.03837499
water,9,-28.6758515,-68.67078497,-12.36954699,-41.28282836,-71.84374087,-10.16381528,13.18593065
vet,9,-52.00069694,-79.83751532,-12.48662299,-41.28282836,-71.84374087,-10.16381528,13.57087221
shepherd,9,-51.9500574,-80.12162614,-12.64154999,-41.28282836,-71.84374087,-10.16381528,13.72779404
trash,9,-35.11754475,-62.16428981,-17.76887919,-41.28282836,-71.84374087,-10.16381528,13.76733423
bait,9,-54.29542991,-75.0661567,-5.328904015,-41.28282836,-71.84374087,-10.16381528,14.25089926
dump,9,-35.73543387,-61.89068301,-18.76075116,-41.28282836,-71.84374087,-10.16381528,14.27390111
steam,9,-28.32044822,-66.96882203,-13.92380558,-41.28282836,-71.84374087,-10.16381528,14.35011009
waste,9,-34.65620543,-61.5447221,-17.73434832,-41.28282836,-71.84374087,-10.16381528,14.39773905
groom,9,-51.85321788,-81.35025359,-13.4056813,-41.28282836,-71.84374087,-10.16381528,14.58137901
prey,9,-54.59095734,-74.95595972,-4.971467572,-41.28282836,-71.84374087,-10.16381528,14.62028309
hawk,9,-55.57026426,-74.60593775,-3.880851192,-41.28282836,-71.84374087,-10.16381528,15.85043198
surf,9,-24.42667654,-75.82493475,-10.62151198,-41.28282836,-71.84374087,-10.16381528,17.32597025
flock,9,-58.2210486,-73.41521277,-0.888560423,-41.28282836,-71.84374087,-10.16381528,19.37532403
console,9,-39.18464057,-85.19700727,6.881430183,-41.28282836,-71.84374087,-10.16381528,21.75436757
spike,10,-30.91759226,-36.21447454,-9.709128943,-34.11292093,-32.15808328,-8.719268504,5.257780805
collapse,10,-32.59994625,-33.35030058,-3.154094557,-34.11292093,-32.15808328,-8.719268504,5.889111607
boom,10,-29.94199783,-37.64928565,-9.007604317,-34.11292093,-32.15808328,-8.719268504,6.9016694
slump,10,-30.83528314,-38.38942762,-8.018964887,-34.11292093,-32.15808328,-8.719268504,7.075520259
dwindle,10,-38.80307386,-30.30871845,-13.86756644,-34.11292093,-32.15808328,-8.719268504,7.205737742
rebound,10,-30.3726336,-34.55100057,-3.008425652,-34.11292093,-32.15808328,-8.719268504,7.233915157
stagnate,10,-39.94185556,-29.04337218,-13.99326885,-34.11292093,-32.15808328,-8.719268504,8.455352378
cycle,10,-27.19117979,-38.37125414,-8.937855245,-34.11292093,-32.15808328,-8.719268504,9.30385795
sag,10,-33.36240365,-40.5246867,-4.46228764,-34.11292093,-32.15808328,-8.719268504,9.417282786
freak,10,-26.1944965,-32.68449856,7.869340047,-34.11292093,-32.15808328,-8.719268504,18.3891406
harvest,10,-55.65173659,-45.69885685,-28.52992283,-34.11292093,-32.15808328,-8.719268504,32.24492446
crop,10,-55.64854931,-45.70026305,-28.53296874,-34.11292093,-32.15808328,-8.719268504,32.24525763
plague,11,-51.13672731,7.854142392,38.06442338,-51.53847594,6.02726191,41.02234933,3.499745727
spawn,11,-47.16916137,12.36437588,43.20583526,-51.53847594,6.02726191,41.02234933,8.001095804
breed,11,-47.16062191,12.40156374,43.18942885,-51.53847594,6.02726191,41.02234933,8.030788472
trickle,11,-47.94112261,4.723898248,48.97908031,-51.53847594,6.02726191,41.02234933,8.828888704
shed,11,-48.52609109,5.614579641,32.72525597,-51.53847594,6.02726191,41.02234933,8.836658162
root,11,-48.03291277,4.146709207,31.41259386,-51.53847594,6.02726191,41.02234933,10.40061786
zoom,11,-56.29485198,1.129451612,49.4521005,-51.53847594,6.02726191,41.02234933,10.84768932
weed,11,-47.04332746,2.76995746,30.20659401,-51.53847594,6.02726191,41.02234933,12.15717711
peer,11,-45.89857044,1.678168325,29.04504869,-51.53847594,6.02726191,41.02234933,13.9348082
float,11,-64.59254725,10.63627741,36.73925202,-51.53847594,6.02726191,41.02234933,14.49126372
hover,11,-64.60040455,10.64015518,36.73244679,-51.53847594,6.02726191,41.02234933,14.50158705
wait,12,-20.43959538,3.276820968,33.10295033,-19.66256228,4.450534065,32.47795815,1.540129251
opt,12,-19.87700705,1.640367403,32.10152873,-19.66256228,4.450534065,32.47795815,2.843364617
watch,12,-16.45324867,2.684528051,34.54693963,-19.66256228,4.450534065,32.47795815,4.207036417
find,12,-17.87239445,0.885097382,26.74318982,-19.66256228,4.450534065,32.47795815,6.986029443
get,12,-18.38684754,1.519854844,26.21502798,-19.66256228,4.450534065,32.47795815,7.031402641
keep,12,-18.89156551,3.114662964,25.09235634,-19.66256228,4.450534065,32.47795815,7.544938819
stay,12,-16.27391982,10.56636544,36.94012145,-19.66256228,4.450534065,32.47795815,8.2944073
remain,12,-15.53308558,10.9055362,37.07643145,-19.66256228,4.450534065,32.47795815,8.936754837
live,12,-18.22255488,10.19234946,39.32809935,-19.66256228,4.450534065,32.47795815,9.053535213
seek,12,-16.36758961,0.917285191,24.44553345,-19.66256228,4.450534065,32.47795815,9.373395281
die,12,-19.53658759,11.02035939,39.17077497,-19.66256228,4.450534065,32.47795815,9.37935347
fix,12,-14.08288527,3.610071319,24.8949832,-19.66256228,4.450534065,32.47795815,9.452020011
serve,12,-14.56985544,11.28823,36.98654957,-19.66256228,4.450534065,32.47795815,9.644539658
take,12,-17.36283652,1.170524405,23.36948264,-19.66256228,4.450534065,32.47795815,9.950453662
add,12,-19.55326741,3.532395812,22.30497726,-19.66256228,4.450534065,32.47795815,10.21491377
hold,12,-20.437985,-0.853953572,23.44143826,-19.66256228,4.450534065,32.47795815,10.50702438
offer,12,-17.0312847,4.974827351,21.7514229,-19.66256228,4.450534065,32.47795815,11.05699162
